fold,subject,seed,stratum,true_label,predicted_label,count,model
loso_s8,8,20260926,all,1,1,132,EEGNet
loso_s8,8,20260926,all,1,2,12,EEGNet
loso_s8,8,20260926,all,1,3,0,EEGNet
loso_s8,8,20260926,all,1,4,0,EEGNet
loso_s8,8,20260926,all,2,1,134,EEGNet
loso_s8,8,20260926,all,2,2,10,EEGNet
loso_s8,8,20260926,all,2,3,0,EEGNet
loso_s8,8,20260926,all,2,4,0,EEGNet
loso_s8,8,20260926,all,3,1,135,EEGNet
loso_s8,8,20260926,all,3,2,9,EEGNet
loso_s8,8,20260926,all,3,3,0,EEGNet
loso_s8,8,20260926,all,3,4,0,EEGNet
loso_s8,8,20260926,all,4,1,123,EEGNet
loso_s8,8,20260926,all,4,2,21,EEGNet
loso_s8,8,20260926,all,4,3,0,EEGNet
loso_s8,8,20260926,all,4,4,0,EEGNet
loso_s8,8,20260926,unflagged,1,1,122,EEGNet
loso_s8,8,20260926,unflagged,1,2,10,EEGNet
loso_s8,8,20260926,unflagged,1,3,0,EEGNet
loso_s8,8,20260926,unflagged,1,4,0,EEGNet
loso_s8,8,20260926,unflagged,2,1,124,EEGNet
loso_s8,8,20260926,unflagged,2,2,10,EEGNet
loso_s8,8,20260926,unflagged,2,3,0,EEGNet
loso_s8,8,20260926,unflagged,2,4,0,EEGNet
loso_s8,8,20260926,unflagged,3,1,126,EEGNet
loso_s8,8,20260926,unflagged,3,2,7,EEGNet
loso_s8,8,20260926,unflagged,3,3,0,EEGNet
loso_s8,8,20260926,unflagged,3,4,0,EEGNet
loso_s8,8,20260926,unflagged,4,1,117,EEGNet
loso_s8,8,20260926,unflagged,4,2,19,EEGNet
loso_s8,8,20260926,unflagged,4,3,0,EEGNet
loso_s8,8,20260926,unflagged,4,4,0,EEGNet
loso_s8,8,20260926,flagged,1,1,10,EEGNet
loso_s8,8,20260926,flagged,1,2,2,EEGNet
loso_s8,8,20260926,flagged,1,3,0,EEGNet
loso_s8,8,20260926,flagged,1,4,0,EEGNet
loso_s8,8,20260926,flagged,2,1,10,EEGNet
loso_s8,8,20260926,flagged,2,2,0,EEGNet
loso_s8,8,20260926,flagged,2,3,0,EEGNet
loso_s8,8,20260926,flagged,2,4,0,EEGNet
loso_s8,8,20260926,flagged,3,1,9,EEGNet
loso_s8,8,20260926,flagged,3,2,2,EEGNet
loso_s8,8,20260926,flagged,3,3,0,EEGNet
loso_s8,8,20260926,flagged,3,4,0,EEGNet
loso_s8,8,20260926,flagged,4,1,6,EEGNet
loso_s8,8,20260926,flagged,4,2,2,EEGNet
loso_s8,8,20260926,flagged,4,3,0,EEGNet
loso_s8,8,20260926,flagged,4,4,0,EEGNet
