fold,subject,selected_epochs,selection_rule,selected_mean_rank,selection_seed,target_result_used
loso_s1,1,15,mean_rank,15.0,20260923,False
loso_s2,2,13,mean_rank,14.0,20260923,False
loso_s3,3,9,mean_rank,10.5,20260923,False
loso_s4,4,14,mean_rank,10.5,20260923,False
loso_s5,5,21,mean_rank,8.25,20260923,False
loso_s6,6,26,mean_rank,11.25,20260923,False
loso_s7,7,17,mean_rank,9.0,20260923,False
loso_s8,8,14,mean_rank,12.75,20260923,False
loso_s9,9,17,mean_rank,8.5,20260923,False
