fold,subject,seed,stratum,true_label,predicted_label,count,model
loso_s6,6,20260925,all,1,1,17,EEGNet
loso_s6,6,20260925,all,1,2,5,EEGNet
loso_s6,6,20260925,all,1,3,50,EEGNet
loso_s6,6,20260925,all,1,4,72,EEGNet
loso_s6,6,20260925,all,2,1,6,EEGNet
loso_s6,6,20260925,all,2,2,19,EEGNet
loso_s6,6,20260925,all,2,3,35,EEGNet
loso_s6,6,20260925,all,2,4,84,EEGNet
loso_s6,6,20260925,all,3,1,4,EEGNet
loso_s6,6,20260925,all,3,2,4,EEGNet
loso_s6,6,20260925,all,3,3,27,EEGNet
loso_s6,6,20260925,all,3,4,109,EEGNet
loso_s6,6,20260925,all,4,1,4,EEGNet
loso_s6,6,20260925,all,4,2,2,EEGNet
loso_s6,6,20260925,all,4,3,30,EEGNet
loso_s6,6,20260925,all,4,4,108,EEGNet
loso_s6,6,20260925,unflagged,1,1,12,EEGNet
loso_s6,6,20260925,unflagged,1,2,3,EEGNet
loso_s6,6,20260925,unflagged,1,3,38,EEGNet
loso_s6,6,20260925,unflagged,1,4,56,EEGNet
loso_s6,6,20260925,unflagged,2,1,2,EEGNet
loso_s6,6,20260925,unflagged,2,2,15,EEGNet
loso_s6,6,20260925,unflagged,2,3,30,EEGNet
loso_s6,6,20260925,unflagged,2,4,65,EEGNet
loso_s6,6,20260925,unflagged,3,1,2,EEGNet
loso_s6,6,20260925,unflagged,3,2,3,EEGNet
loso_s6,6,20260925,unflagged,3,3,16,EEGNet
loso_s6,6,20260925,unflagged,3,4,82,EEGNet
loso_s6,6,20260925,unflagged,4,1,1,EEGNet
loso_s6,6,20260925,unflagged,4,2,1,EEGNet
loso_s6,6,20260925,unflagged,4,3,19,EEGNet
loso_s6,6,20260925,unflagged,4,4,89,EEGNet
loso_s6,6,20260925,flagged,1,1,5,EEGNet
loso_s6,6,20260925,flagged,1,2,2,EEGNet
loso_s6,6,20260925,flagged,1,3,12,EEGNet
loso_s6,6,20260925,flagged,1,4,16,EEGNet
loso_s6,6,20260925,flagged,2,1,4,EEGNet
loso_s6,6,20260925,flagged,2,2,4,EEGNet
loso_s6,6,20260925,flagged,2,3,5,EEGNet
loso_s6,6,20260925,flagged,2,4,19,EEGNet
loso_s6,6,20260925,flagged,3,1,2,EEGNet
loso_s6,6,20260925,flagged,3,2,1,EEGNet
loso_s6,6,20260925,flagged,3,3,11,EEGNet
loso_s6,6,20260925,flagged,3,4,27,EEGNet
loso_s6,6,20260925,flagged,4,1,3,EEGNet
loso_s6,6,20260925,flagged,4,2,1,EEGNet
loso_s6,6,20260925,flagged,4,3,11,EEGNet
loso_s6,6,20260925,flagged,4,4,19,EEGNet
