fold,subject,seed,stratum,true_label,predicted_label,count,model
loso_s6,6,20260926,all,1,1,11,EEGNet
loso_s6,6,20260926,all,1,2,11,EEGNet
loso_s6,6,20260926,all,1,3,109,EEGNet
loso_s6,6,20260926,all,1,4,13,EEGNet
loso_s6,6,20260926,all,2,1,3,EEGNet
loso_s6,6,20260926,all,2,2,26,EEGNet
loso_s6,6,20260926,all,2,3,100,EEGNet
loso_s6,6,20260926,all,2,4,15,EEGNet
loso_s6,6,20260926,all,3,1,5,EEGNet
loso_s6,6,20260926,all,3,2,8,EEGNet
loso_s6,6,20260926,all,3,3,101,EEGNet
loso_s6,6,20260926,all,3,4,30,EEGNet
loso_s6,6,20260926,all,4,1,3,EEGNet
loso_s6,6,20260926,all,4,2,8,EEGNet
loso_s6,6,20260926,all,4,3,114,EEGNet
loso_s6,6,20260926,all,4,4,19,EEGNet
loso_s6,6,20260926,unflagged,1,1,8,EEGNet
loso_s6,6,20260926,unflagged,1,2,6,EEGNet
loso_s6,6,20260926,unflagged,1,3,84,EEGNet
loso_s6,6,20260926,unflagged,1,4,11,EEGNet
loso_s6,6,20260926,unflagged,2,1,1,EEGNet
loso_s6,6,20260926,unflagged,2,2,22,EEGNet
loso_s6,6,20260926,unflagged,2,3,75,EEGNet
loso_s6,6,20260926,unflagged,2,4,14,EEGNet
loso_s6,6,20260926,unflagged,3,1,2,EEGNet
loso_s6,6,20260926,unflagged,3,2,6,EEGNet
loso_s6,6,20260926,unflagged,3,3,70,EEGNet
loso_s6,6,20260926,unflagged,3,4,25,EEGNet
loso_s6,6,20260926,unflagged,4,1,2,EEGNet
loso_s6,6,20260926,unflagged,4,2,6,EEGNet
loso_s6,6,20260926,unflagged,4,3,85,EEGNet
loso_s6,6,20260926,unflagged,4,4,17,EEGNet
loso_s6,6,20260926,flagged,1,1,3,EEGNet
loso_s6,6,20260926,flagged,1,2,5,EEGNet
loso_s6,6,20260926,flagged,1,3,25,EEGNet
loso_s6,6,20260926,flagged,1,4,2,EEGNet
loso_s6,6,20260926,flagged,2,1,2,EEGNet
loso_s6,6,20260926,flagged,2,2,4,EEGNet
loso_s6,6,20260926,flagged,2,3,25,EEGNet
loso_s6,6,20260926,flagged,2,4,1,EEGNet
loso_s6,6,20260926,flagged,3,1,3,EEGNet
loso_s6,6,20260926,flagged,3,2,2,EEGNet
loso_s6,6,20260926,flagged,3,3,31,EEGNet
loso_s6,6,20260926,flagged,3,4,5,EEGNet
loso_s6,6,20260926,flagged,4,1,1,EEGNet
loso_s6,6,20260926,flagged,4,2,2,EEGNet
loso_s6,6,20260926,flagged,4,3,29,EEGNet
loso_s6,6,20260926,flagged,4,4,2,EEGNet
